time 	 RH 	 LH 
7701	 7701	 7701 
005.593	66.5752	33.4249	
005.661	67.3020	32.6980	
005.717	68.1356	31.8644	
005.781	69.1420	30.8580	
005.845	70.3536	29.6464	
005.909	71.6429	28.3571	
005.969	72.9047	27.0953	
006.033	74.0802	25.9198	
006.093	75.1851	24.8149	
006.161	76.2173	23.7827	
006.217	77.1773	22.8227	
006.281	78.0541	21.9459	
006.345	78.8048	21.1952	
006.409	79.4804	20.5196	
006.469	80.0423	19.9577	
006.535	80.5637	19.4363	
006.607	81.0447	18.9553	
006.673	81.4477	18.5523	
006.730	81.6898	18.3102	
006.795	81.8093	18.1907	
006.857	81.7091	18.2909	
006.921	80.9724	19.0276	
006.981	79.5794	20.4206	
007.044	78.0102	21.9898	
007.106	76.3302	23.6698	
007.174	74.3570	25.6430	
007.230	71.9127	28.0873	
007.293	69.2732	30.7268	
007.358	66.9232	33.0768	
007.422	65.0683	34.9317	
007.483	63.6242	36.3758	
007.537	62.9987	37.0013	
007.610	62.2328	37.7672	
007.675	61.1833	38.8167	
007.729	59.9226	40.0774	
007.796	58.6755	41.3245	
007.852	57.6336	42.3664	
007.920	56.6522	43.3478	
007.974	55.9756	44.0244	
008.047	55.6750	44.3250	
008.110	55.9232	44.0768	
008.174	56.3651	43.6349	
008.232	56.9686	43.0314	
008.294	57.7490	42.2510	
008.357	58.3066	41.6934	
008.421	58.6249	41.3751	
008.484	58.7644	41.2356	
008.546	58.3828	41.6172	
008.609	57.6782	42.3218	
008.673	56.6489	43.3511	
008.729	55.4996	44.5004	
008.795	54.5486	45.4514	
008.853	53.5340	46.4660	
008.923	52.7851	47.2149	
008.983	51.9610	48.0390	
202	 202	 202 
7701	 7701	 7701 
000.029	50.0000	50.0000	
000.091	50.0000	50.0000	
000.156	50.0000	50.0000	
000.220	50.0000	50.0000	
000.278	50.0000	50.0000	
000.341	50.0000	50.0000	
000.405	50.0000	50.0000	
000.462	50.0000	50.0000	
000.531	50.0000	50.0000	
000.584	50.0000	50.0000	
000.647	50.0000	50.0000	
000.724	50.0000	50.0000	
000.770	50.0000	50.0000	
000.843	50.0000	50.0000	
000.895	50.0000	50.0000	
000.959	50.0000	50.0000	
001.030	50.0000	50.0000	
001.095	50.0000	50.0000	
001.151	50.0000	50.0000	
001.217	50.0000	50.0000	
001.272	50.0000	50.0000	
001.341	50.0000	50.0000	
001.405	50.0000	50.0000	
001.470	50.0000	50.0000	
001.530	50.0000	50.0000	
001.589	50.0000	50.0000	
001.657	50.0000	50.0000	
001.721	50.0000	50.0000	
001.779	50.0000	50.0000	
001.842	50.0000	50.0000	
001.906	50.0000	50.0000	
001.959	50.0000	50.0000	
002.020	50.0000	50.0000	
002.095	50.0000	50.0000	
002.157	50.0000	50.0000	
002.221	50.0000	50.0000	
002.278	50.0000	50.0000	
002.342	50.0000	50.0000	
002.405	50.0000	50.0000	
002.471	50.0000	50.0000	
002.525	50.0000	50.0000	
002.589	50.0000	50.0000	
002.647	50.0000	50.0000	
002.711	50.0000	50.0000	
002.775	50.0000	50.0000	
002.842	50.0000	50.0000	
002.898	50.0000	50.0000	
002.967	49.0334	50.9666	
003.019	48.2583	51.7417	
003.087	47.3350	52.6650	
003.147	46.4123	53.5877	
003.211	45.8162	54.1838	
003.268	45.4206	54.5794	
003.345	45.2866	54.7134	
003.400	45.4533	54.5467	
003.472	45.4510	54.5490	
003.533	45.2649	54.7351	
003.584	44.9941	55.0059	
003.660	44.8482	55.1518	
003.712	44.8088	55.1912	
003.771	44.7690	55.2310	
003.844	44.4018	55.5982	
003.909	44.5863	55.4137	
003.973	44.9584	55.0416	
004.022	45.5041	54.4959	
004.096	46.2820	53.7180	
004.151	47.1597	52.8403	
004.224	48.2266	51.7734	
004.280	49.3971	50.6029	
004.336	50.3570	49.6430	
004.408	50.7719	49.2281	
004.471	51.1040	48.8960	
004.530	51.4584	48.5416	
004.594	51.7886	48.2114	
004.657	52.1992	47.8008	
004.722	52.4168	47.5832	
004.778	52.4962	47.5038	
004.843	52.2981	47.7019	
004.906	51.4277	48.5723	
004.970	50.4190	49.5810	
005.029	48.7732	51.2268	
005.094	47.3068	52.6932	
005.158	46.2338	53.7662	
005.221	45.1408	54.8592	
005.278	43.9140	56.0860	
005.343	42.6352	57.3648	
005.405	41.3618	58.6382	
005.470	40.0012	59.9988	
005.530	38.6662	61.3338	
005.594	37.4040	62.5960	
005.658	36.3284	63.6716	
005.723	35.3082	64.6918	
005.780	34.4343	65.5657	
7703	 7703	 7703 
005.838	33.8972	66.1028	
005.900	33.8972	66.1028	
005.963	33.8972	66.1028	
006.023	33.8972	66.1028	
006.087	33.8972	66.1028	
006.152	33.8972	66.1028	
006.216	33.8972	66.1028	
006.271	33.8972	66.1028	
006.335	33.8972	66.1028	
006.400	33.8972	66.1028	
006.463	33.8972	66.1028	
006.523	33.8972	66.1028	
006.587	33.8972	66.1028	
006.652	33.8972	66.1028	
006.715	33.8972	66.1028	
006.772	33.8972	66.1028	
006.835	33.8972	66.1028	
006.900	33.8972	66.1028	
006.963	33.8972	66.1028	
007.024	33.8972	66.1028	
007.087	33.8972	66.1028	
007.151	33.8972	66.1028	
007.215	33.8972	66.1028	
007.273	33.8972	66.1028	
007.335	33.8972	66.1028	
007.399	33.8972	66.1028	
007.463	33.8972	66.1028	
007.523	33.8972	66.1028	
007.588	33.8972	66.1028	
007.651	33.8972	66.1028	
007.713	33.8972	66.1028	
007.765	33.8972	66.1028	
007.831	33.8972	66.1028	
007.895	33.8972	66.1028	
007.963	33.8972	66.1028	
008.029	33.8972	66.1028	
008.096	33.8972	66.1028	
008.157	33.8972	66.1028	
008.222	33.8972	66.1028	
008.280	33.8972	66.1028	
008.343	33.8972	66.1028	
008.407	33.8972	66.1028	
008.469	33.8972	66.1028	
008.529	33.8972	66.1028	
008.594	33.8972	66.1028	
008.657	33.8972	66.1028	
008.721	33.8972	66.1028	
008.779	33.8972	66.1028	
008.841	33.8972	66.1028	
008.905	33.8972	66.1028	
008.970	33.8972	66.1028	
009.030	33.8972	66.1028	
009.085	33.8972	66.1028	
009.149	33.8972	66.1028	
009.221	33.8972	66.1028	
009.279	33.8972	66.1028	
009.343	33.8972	66.1028	
009.406	33.8972	66.1028	
009.470	33.8972	66.1028	
009.530	33.8972	66.1028	
009.594	33.8972	66.1028	
009.658	33.8972	66.1028	
009.711	33.8972	66.1028	
009.767	33.8972	66.1028	
009.833	33.8972	66.1028	
009.895	33.8972	66.1028	
009.959	33.8972	66.1028	
010.019	33.8972	66.1028	
010.083	33.8972	66.1028	
010.158	33.8972	66.1028	
010.222	33.8972	66.1028	
010.267	33.8972	66.1028	
010.331	33.8972	66.1028	
010.395	33.8972	66.1028	
010.459	33.8972	66.1028	
010.519	33.8972	66.1028	
010.583	33.8972	66.1028	
010.647	33.8972	66.1028	
010.711	33.8972	66.1028	
010.767	33.8972	66.1028	
010.831	33.8972	66.1028	
010.895	33.8972	66.1028	
010.959	33.8972	66.1028	
011.019	33.8972	66.1028	
011.083	33.8972	66.1028	
011.147	33.8972	66.1028	
011.211	33.8972	66.1028	
011.268	33.8972	66.1028	
011.341	33.8972	66.1028	
011.406	33.8972	66.1028	
011.469	33.8972	66.1028	
011.530	33.8972	66.1028	
011.593	33.8972	66.1028	
011.656	33.8972	66.1028	
011.711	33.8972	66.1028	
011.767	33.8972	66.1028	
011.843	33.8972	66.1028	
103	 103	 103 
7701	 7701	 7701 
000.068	50.0000	50.0000	
000.139	50.0000	50.0000	
000.201	50.0000	50.0000	
000.262	50.0000	50.0000	
000.326	50.0000	50.0000	
000.384	50.0000	50.0000	
000.448	50.0000	50.0000	
000.509	50.0000	50.0000	
000.569	50.0000	50.0000	
000.638	50.0000	50.0000	
000.697	50.0000	50.0000	
000.758	50.0000	50.0000	
000.825	50.0000	50.0000	
000.891	50.0000	50.0000	
000.943	50.0000	50.0000	
001.002	50.0000	50.0000	
001.075	50.0000	50.0000	
001.140	50.0000	50.0000	
001.193	50.0000	50.0000	
001.262	50.0000	50.0000	
001.327	50.0000	50.0000	
001.391	50.0000	50.0000	
001.454	50.0000	50.0000	
001.510	50.0000	50.0000	
001.565	50.0000	50.0000	
001.640	50.0000	50.0000	
001.702	50.0000	50.0000	
001.752	50.0000	50.0000	
001.828	48.9306	51.0694	
001.892	47.7608	52.2392	
001.948	46.6737	53.3263	
002.013	45.4214	54.5786	
002.076	43.9917	56.0083	
002.139	42.4269	57.5731	
002.205	40.9669	59.0331	
002.263	39.6826	60.3174	
002.328	38.4723	61.5277	
002.383	37.7457	62.2543	
002.457	37.3321	62.6679	
002.513	37.1893	62.8107	
002.571	37.2030	62.7970	
002.641	37.9474	62.0526	
002.705	37.9474	62.0526	
002.763	37.9474	62.0526	
002.827	37.9474	62.0526	
002.885	37.9474	62.0526	
002.951	37.9474	62.0526	
003.009	37.9474	62.0526	
003.072	37.9474	62.0526	
003.137	37.9474	62.0526	
003.202	37.9474	62.0526	
003.263	37.9474	62.0526	
003.325	37.9474	62.0526	
003.385	37.9474	62.0526	
003.451	37.9474	62.0526	
003.508	37.9474	62.0526	
003.572	37.9474	62.0526	
003.638	37.9474	62.0526	
003.700	37.9474	62.0526	
003.760	37.9474	62.0526	
003.826	36.3920	63.6080	
003.890	34.9150	65.0850	
7703	 7703	 7703 
003.948	33.5429	66.4571	
004.003	33.5429	66.4571	
004.067	33.5429	66.4571	
004.131	33.5429	66.4571	
004.196	33.5429	66.4571	
004.256	33.5429	66.4571	
004.320	33.5429	66.4571	
004.383	33.5429	66.4571	
004.448	33.5429	66.4571	
004.505	33.5429	66.4571	
004.568	33.5429	66.4571	
004.631	33.5429	66.4571	
004.695	33.5429	66.4571	
004.755	33.5429	66.4571	
004.820	33.5429	66.4571	
004.883	33.5429	66.4571	
004.947	33.5429	66.4571	
005.003	33.5429	66.4571	
005.067	33.5429	66.4571	
005.131	33.5429	66.4571	
005.195	33.5429	66.4571	
005.256	33.5429	66.4571	
005.321	33.5429	66.4571	
005.383	33.5429	66.4571	
005.447	33.5429	66.4571	
005.504	33.5429	66.4571	
005.568	33.5429	66.4571	
005.627	33.5429	66.4571	
005.695	33.5429	66.4571	
005.756	33.5429	66.4571	
005.820	33.5429	66.4571	
005.884	33.5429	66.4571	
005.954	33.5429	66.4571	
006.013	33.5429	66.4571	
006.076	33.5429	66.4571	
006.139	33.5429	66.4571	
006.197	33.5429	66.4571	
006.258	33.5429	66.4571	
006.328	33.5429	66.4571	
006.391	33.5429	66.4571	
006.455	33.5429	66.4571	
006.511	33.5429	66.4571	
006.573	33.5429	66.4571	
006.638	33.5429	66.4571	
006.702	33.5429	66.4571	
006.761	33.5429	66.4571	
006.825	33.5429	66.4571	
006.889	33.5429	66.4571	
006.954	33.5429	66.4571	
007.011	33.5429	66.4571	
007.075	33.5429	66.4571	
007.138	33.5429	66.4571	
007.201	33.5429	66.4571	
007.261	33.5429	66.4571	
007.327	33.5429	66.4571	
007.390	33.5429	66.4571	
007.455	33.5429	66.4571	
007.510	33.5429	66.4571	
007.573	33.5429	66.4571	
007.639	33.5429	66.4571	
007.701	33.5429	66.4571	
007.761	33.5429	66.4571	
007.826	33.5429	66.4571	
007.889	33.5429	66.4571	
007.954	33.5429	66.4571	
008.011	33.5429	66.4571	
008.074	33.5429	66.4571	
008.139	33.5429	66.4571	
008.201	33.5429	66.4571	
008.252	35.8644	64.1356	
008.328	37.8729	62.1271	
008.392	39.7434	60.2566	
008.456	41.5607	58.4393	
008.513	43.1726	56.8274	
008.576	44.5607	55.4393	
008.638	44.5607	55.4393	
008.692	44.5607	55.4393	
008.752	44.5607	55.4393	
008.827	44.5607	55.4393	
008.891	44.5607	55.4393	
008.955	44.5607	55.4393	
009.011	44.5607	55.4393	
009.073	44.5607	55.4393	
009.138	44.5607	55.4393	
009.201	44.5607	55.4393	
009.262	44.5607	55.4393	
009.326	44.5607	55.4393	
009.389	44.5607	55.4393	
009.455	44.5607	55.4393	
009.512	44.5607	55.4393	
009.574	44.5607	55.4393	
009.630	44.5607	55.4393	
009.700	44.5607	55.4393	
009.761	44.5607	55.4393	
009.815	44.5607	55.4393	
009.879	44.5607	55.4393	
009.943	44.5607	55.4393	
103	 103	 103 
7701	 7701	 7701 
000.018	51.0324	48.9676	
000.082	52.2143	47.7857	
000.143	53.3711	46.6289	
000.206	54.2876	45.7124	
000.283	55.1557	44.8443	
000.348	55.7035	44.2965	
000.404	55.9538	44.0462	
000.467	56.1926	43.8074	
000.530	56.4244	43.5756	
000.594	56.2257	43.7743	
000.656	55.6865	44.3135	
000.719	55.2301	44.7699	
000.782	54.7875	45.2125	
000.846	54.1697	45.8303	
000.903	53.8449	46.1551	
000.967	53.4329	46.5671	
001.030	52.8827	47.1173	
001.095	51.9266	48.0734	
001.154	50.7932	49.2068	
001.219	49.8355	50.1645	
001.273	48.5538	51.4462	
001.345	47.1891	52.8109	
001.403	45.9214	54.0786	
001.467	44.6804	55.3196	
001.525	43.4850	56.5150	
001.589	42.3794	57.6206	
001.644	41.1912	58.8088	
001.718	39.9825	60.0175	
001.783	38.8911	61.1089	
001.838	38.1131	61.8869	
001.902	37.7758	62.2242	
001.966	38.0970	61.9030	
002.031	38.7527	61.2473	
002.094	39.8696	60.1304	
002.153	41.2100	58.7900	
002.219	42.6383	57.3617	
002.282	43.7030	56.2970	
002.342	44.7072	55.2928	
002.397	45.7591	54.2409	
002.465	46.8452	53.1548	
002.529	47.8534	52.1466	
002.588	48.9301	51.0699	
002.647	50.1263	49.8737	
002.719	51.3077	48.6923	
002.782	52.5473	47.4527	
002.834	53.4845	46.5155	
002.902	54.2843	45.7157	
002.966	54.8459	45.1541	
003.022	54.9918	45.0082	
003.094	54.8631	45.1369	
003.148	54.4970	45.5030	
003.212	53.9707	46.0293	
003.282	53.6083	46.3917	
003.346	53.8065	46.1935	
003.402	54.2093	45.7907	
003.454	54.8364	45.1636	
003.518	55.5643	44.4357	
003.582	56.3323	43.6677	
003.642	56.8357	43.1643	
003.706	57.1063	42.8937	
003.770	57.1291	42.8709	
003.834	57.0518	42.9482	
003.890	57.2738	42.7262	
003.954	57.6726	42.3274	
004.018	58.5602	41.4398	
004.082	59.4878	40.5122	
004.142	60.4954	39.5046	
004.206	61.2679	38.7321	
004.270	61.8512	38.1488	
004.334	62.2940	37.7060	
004.390	62.4057	37.5944	
004.454	62.4861	37.5139	
004.518	62.6172	37.3828	
004.582	62.9156	37.0844	
004.642	63.2492	36.7508	
004.706	63.5626	36.4374	
004.770	63.9605	36.0395	
004.834	64.3070	35.6930	
004.890	64.6473	35.3527	
004.954	65.2264	34.7736	
7702	 7702	 7702 
7701	 7701	 7701 
000.054	50.0000	50.0000	
000.110	50.0000	50.0000	
000.187	50.0000	50.0000	
000.252	50.0000	50.0000	
000.315	50.0000	50.0000	
000.370	50.0000	50.0000	
000.428	50.0000	50.0000	
000.494	50.6471	49.3529	
000.567	51.1162	48.8838	
000.623	51.2641	48.7359	
000.686	51.3211	48.6789	
000.752	50.6665	49.3335	
000.817	49.7562	50.2438	
000.876	48.9235	51.0765	
000.929	48.0399	51.9601	
001.002	46.8258	53.1742	
001.068	45.4729	54.5271	
001.113	43.9592	56.0408	
001.189	42.5832	57.4168	
001.243	41.3247	58.6753	
001.316	40.0087	59.9913	
001.368	38.5060	61.4940	
001.440	37.1199	62.8801	
001.503	36.0379	63.9621	
001.567	35.1744	64.8256	
001.623	34.3079	65.6921	
7703	 7703	 7703 
001.677	33.5198	66.4802	
001.742	33.5198	66.4802	
001.806	33.5198	66.4802	
001.867	33.5198	66.4802	
001.932	33.5198	66.4802	
001.995	33.5198	66.4802	
002.058	33.5198	66.4802	
002.115	33.5198	66.4802	
002.183	33.5198	66.4802	
002.242	33.5198	66.4802	
002.306	33.5198	66.4802	
002.366	33.5198	66.4802	
002.430	33.5198	66.4802	
002.494	33.5198	66.4802	
002.558	33.5198	66.4802	
002.614	33.5198	66.4802	
002.684	33.5198	66.4802	
002.743	33.5198	66.4802	
002.807	33.5198	66.4802	
002.867	33.5198	66.4802	
002.931	33.5198	66.4802	
002.995	33.5198	66.4802	
003.059	33.5198	66.4802	
003.115	33.5198	66.4802	
003.182	33.5198	66.4802	
003.242	33.5198	66.4802	
003.306	33.5198	66.4802	
003.367	33.5198	66.4802	
003.431	33.5198	66.4802	
003.489	33.5198	66.4802	
003.553	33.5198	66.4802	
003.609	33.5198	66.4802	
003.679	33.5198	66.4802	
003.739	33.5198	66.4802	
003.802	33.5198	66.4802	
003.863	33.5198	66.4802	
003.926	33.5198	66.4802	
003.990	33.5198	66.4802	
004.054	33.5198	66.4802	
004.111	33.5198	66.4802	
004.178	33.5198	66.4802	
004.238	33.5198	66.4802	
004.303	33.5198	66.4802	
004.363	33.5198	66.4802	
004.439	33.5198	66.4802	
004.492	33.5198	66.4802	
004.565	33.5198	66.4802	
004.623	33.5198	66.4802	
004.690	33.5198	66.4802	
004.745	33.5198	66.4802	
004.815	33.5198	66.4802	
004.874	33.5198	66.4802	
004.930	33.5198	66.4802	
005.002	34.6802	65.3198	
005.066	35.8276	64.1724	
005.111	36.5352	63.4648	
005.194	37.2923	62.7077	
005.252	38.1915	61.8085	
005.317	38.8616	61.1384	
005.376	39.3125	60.6875	
005.440	39.8989	60.1011	
005.498	40.2061	59.7939	
005.567	40.4204	59.5796	
005.625	40.1043	59.8957	
005.679	39.8821	60.1179	
005.740	39.5906	60.4094	
005.815	39.5347	60.4653	
005.875	39.3710	60.6290	
005.940	39.2193	60.7807	
006.003	39.6096	60.3904	
006.058	40.2711	59.7289	
006.123	40.9332	59.0668	
006.191	41.1330	58.8670	
006.253	41.6061	58.3939	
006.316	42.0968	57.9032	
006.373	42.0968	57.9032	
006.438	42.0968	57.9032	
006.501	42.0968	57.9032	
006.566	42.0968	57.9032	
006.622	42.0968	57.9032	
006.688	42.0968	57.9032	
006.749	42.0968	57.9032	
006.813	42.0968	57.9032	
006.872	42.0968	57.9032	
006.937	42.0968	57.9032	
007.000	42.0968	57.9032	
007.065	42.0968	57.9032	
007.121	42.0968	57.9032	
007.189	42.0968	57.9032	
007.249	42.0968	57.9032	
007.302	42.0968	57.9032	
007.362	42.0968	57.9032	
007.440	42.7521	57.2479	
007.503	42.9348	57.0652	
007.567	43.2970	56.7030	
007.623	43.6787	56.3213	
007.691	43.9981	56.0019	
103	 103	 103 
7691	 7691	 7691 
000.017	50.0000	50.0000	
000.090	50.0000	50.0000	
000.155	50.0000	50.0000	
000.206	50.0000	50.0000	
000.279	50.0000	50.0000	
000.340	50.0000	50.0000	
000.393	50.0000	50.0000	
000.454	50.0000	50.0000	
000.528	50.0000	50.0000	
000.590	50.0000	50.0000	
000.650	50.0000	50.0000	
000.706	50.0000	50.0000	
000.776	50.0000	50.0000	
000.837	50.0000	50.0000	
000.897	50.0000	50.0000	
000.959	50.0000	50.0000	
001.023	50.0000	50.0000	
001.087	50.0000	50.0000	
001.151	50.0000	50.0000	
001.207	50.0000	50.0000	
001.275	50.0000	50.0000	
001.335	50.0000	50.0000	
001.398	50.0000	50.0000	
001.459	50.0000	50.0000	
001.524	50.0000	50.0000	
001.587	50.0000	50.0000	
001.651	50.0000	50.0000	
001.707	50.0000	50.0000	
001.774	50.0000	50.0000	
001.835	50.0000	50.0000	
001.896	50.0000	50.0000	
001.962	50.0000	50.0000	
002.026	50.0000	50.0000	
002.091	50.0000	50.0000	
002.154	50.0000	50.0000	
002.211	50.0000	50.0000	
002.272	50.0000	50.0000	
002.340	50.0000	50.0000	
002.404	50.0000	50.0000	
002.463	50.0000	50.0000	
002.527	50.0000	50.0000	
002.591	50.0000	50.0000	
002.644	50.0000	50.0000	
002.702	50.0000	50.0000	
002.779	50.0000	50.0000	
002.839	50.0000	50.0000	
002.898	50.0000	50.0000	
002.958	50.0000	50.0000	
003.028	50.0000	50.0000	
003.093	50.0000	50.0000	
003.157	48.8882	51.1118	
003.208	47.7833	52.2167	
003.276	47.0205	52.9795	
003.341	46.4339	53.5661	
003.405	46.1055	53.8945	
003.465	45.8414	54.1586	
003.529	45.5988	54.4012	
003.592	45.6979	54.3021	
003.656	45.3144	54.6856	
003.715	45.0011	54.9989	
003.773	44.6954	55.3046	
003.843	44.4708	55.5292	
003.905	44.2270	55.7730	
003.960	44.2564	55.7436	
004.029	44.6984	55.3016	
